bill_id,chamber,date_effective,first_action_date,latest_action_date,latest_action_description,leg_type,openstates_url,sponsor10_district,sponsor10_name,sponsor10_party,sponsor10_role,sponsor10_title,sponsor11_district,sponsor11_name,sponsor11_party,sponsor11_role,sponsor11_title,sponsor12_district,sponsor12_name,sponsor12_party,sponsor12_role,sponsor12_title,sponsor13_district,sponsor13_name,sponsor13_party,sponsor13_role,sponsor13_title,sponsor14_district,sponsor14_name,sponsor14_party,sponsor14_role,sponsor14_title,sponsor15_district,sponsor15_name,sponsor15_party,sponsor15_role,sponsor15_title,sponsor16_district,sponsor16_name,sponsor16_party,sponsor16_role,sponsor16_title,sponsor17_district,sponsor17_name,sponsor17_party,sponsor17_role,sponsor17_title,sponsor18_district,sponsor18_name,sponsor18_party,sponsor18_role,sponsor18_title,sponsor19_district,sponsor19_name,sponsor19_party,sponsor19_role,sponsor19_title,sponsor1_district,sponsor1_name,sponsor1_party,sponsor1_role,sponsor1_title,sponsor20_district,sponsor20_name,sponsor20_party,sponsor20_role,sponsor20_title,sponsor21_district,sponsor21_name,sponsor21_party,sponsor21_role,sponsor21_title,sponsor22_district,sponsor22_name,sponsor22_party,sponsor22_role,sponsor22_title,sponsor23_district,sponsor23_name,sponsor23_party,sponsor23_role,sponsor23_title,sponsor24_district,sponsor24_name,sponsor24_party,sponsor24_role,sponsor24_title,sponsor25_district,sponsor25_name,sponsor25_party,sponsor25_role,sponsor25_title,sponsor26_district,sponsor26_name,sponsor26_party,sponsor26_role,sponsor26_title,sponsor27_district,sponsor27_name,sponsor27_party,sponsor27_role,sponsor27_title,sponsor28_district,sponsor28_name,sponsor28_party,sponsor28_role,sponsor28_title,sponsor29_district,sponsor29_name,sponsor29_party,sponsor29_role,sponsor29_title,sponsor2_district,sponsor2_name,sponsor2_party,sponsor2_role,sponsor2_title,sponsor30_district,sponsor30_name,sponsor30_party,sponsor30_role,sponsor30_title,sponsor31_district,sponsor31_name,sponsor31_party,sponsor31_role,sponsor31_title,sponsor32_district,sponsor32_name,sponsor32_party,sponsor32_role,sponsor32_title,sponsor33_district,sponsor33_name,sponsor33_party,sponsor33_role,sponsor33_title,sponsor34_district,sponsor34_name,sponsor34_party,sponsor34_role,sponsor34_title,sponsor35_district,sponsor35_name,sponsor35_party,sponsor35_role,sponsor35_title,sponsor36_district,sponsor36_name,sponsor36_party,sponsor36_role,sponsor36_title,sponsor37_district,sponsor37_name,sponsor37_party,sponsor37_role,sponsor37_title,sponsor38_district,sponsor38_name,sponsor38_party,sponsor38_role,sponsor38_title,sponsor39_district,sponsor39_name,sponsor39_party,sponsor39_role,sponsor39_title,sponsor3_district,sponsor3_name,sponsor3_party,sponsor3_role,sponsor3_title,sponsor40_district,sponsor40_name,sponsor40_party,sponsor40_role,sponsor40_title,sponsor41_district,sponsor41_name,sponsor41_party,sponsor41_role,sponsor41_title,sponsor42_district,sponsor42_name,sponsor42_party,sponsor42_role,sponsor42_title,sponsor43_district,sponsor43_name,sponsor43_party,sponsor43_role,sponsor43_title,sponsor44_district,sponsor44_name,sponsor44_party,sponsor44_role,sponsor44_title,sponsor45_district,sponsor45_name,sponsor45_party,sponsor45_role,sponsor45_title,sponsor46_district,sponsor46_name,sponsor46_party,sponsor46_role,sponsor46_title,sponsor47_district,sponsor47_name,sponsor47_party,sponsor47_role,sponsor47_title,sponsor48_district,sponsor48_name,sponsor48_party,sponsor48_role,sponsor48_title,sponsor49_district,sponsor49_name,sponsor49_party,sponsor49_role,sponsor49_title,sponsor4_district,sponsor4_name,sponsor4_party,sponsor4_role,sponsor4_title,sponsor50_district,sponsor50_name,sponsor50_party,sponsor50_role,sponsor50_title,sponsor51_district,sponsor51_name,sponsor51_party,sponsor51_role,sponsor51_title,sponsor52_district,sponsor52_name,sponsor52_party,sponsor52_role,sponsor52_title,sponsor53_district,sponsor53_name,sponsor53_party,sponsor53_role,sponsor53_title,sponsor54_district,sponsor54_name,sponsor54_party,sponsor54_role,sponsor54_title,sponsor55_district,sponsor55_name,sponsor55_party,sponsor55_role,sponsor55_title,sponsor56_district,sponsor56_name,sponsor56_party,sponsor56_role,sponsor56_title,sponsor57_district,sponsor57_name,sponsor57_party,sponsor57_role,sponsor57_title,sponsor58_district,sponsor58_name,sponsor58_party,sponsor58_role,sponsor58_title,sponsor59_district,sponsor59_name,sponsor59_party,sponsor59_role,sponsor59_title,sponsor5_district,sponsor5_name,sponsor5_party,sponsor5_role,sponsor5_title,sponsor60_district,sponsor60_name,sponsor60_party,sponsor60_role,sponsor60_title,sponsor61_district,sponsor61_name,sponsor61_party,sponsor61_role,sponsor61_title,sponsor62_district,sponsor62_name,sponsor62_party,sponsor62_role,sponsor62_title,sponsor63_district,sponsor63_name,sponsor63_party,sponsor63_role,sponsor63_title,sponsor64_district,sponsor64_name,sponsor64_party,sponsor64_role,sponsor64_title,sponsor6_district,sponsor6_name,sponsor6_party,sponsor6_role,sponsor6_title,sponsor7_district,sponsor7_name,sponsor7_party,sponsor7_role,sponsor7_title,sponsor8_district,sponsor8_name,sponsor8_party,sponsor8_role,sponsor8_title,sponsor9_district,sponsor9_name,sponsor9_party,sponsor9_role,sponsor9_title,title
HB 1347,House,"October 1, 2025",2025-02-07,2025-05-20,Approved by the Governor - Chapter 702,bill,https://openstates.org/md/bills/2025/HB1347/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37B,Chris Adams,Republican,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Security Guards and Security Guard Employers - Registration, Certification, and Regulation"
HB 974,House,"June 1, 2025",2025-01-31,2025-05-20,Approved by the Governor - Chapter 745,bill,https://openstates.org/md/bills/2025/HB974/,13,Pam Guzzone,Democratic,primary,Delegate,12A,Terri Hill,Democratic,primary,Delegate,34A,Steve Johnson,Democratic,primary,Delegate,14,Anne Kaiser,Democratic,primary,Delegate,3,Ken Kerr,Democratic,primary,Delegate,39,Lesley Lopez,Democratic,primary,Delegate,,Martinez,,primary,,41,Sandy Rosenberg,Democratic,primary,Delegate,8,Kim Ross,Democratic,primary,Delegate,47B,Deni Taveras,Democratic,primary,Delegate,18,Emily Shetty,Democratic,primary,Delegate,10,Jennifer White Holland,Democratic,primary,Delegate,26,Jamila Woods,Democratic,primary,Delegate,16,Teresa Woorman,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33C,Heather Bagnall Tudball,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,Bonnie Cullison,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30A,Dana Jones,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,Aaron Kaufman,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,21,Joseline Peña-Melnyk,Democratic,primary,Delegate,18,Jared Solomon,Democratic,primary,Delegate,24,Tiffany Alston,Democratic,primary,Delegate,8,Harry Bhandari,Democratic,primary,Delegate,Health Insurance - Preventive Services - High Deductible Health Plans and Enforcement Authority
HB 1251,House,"October 1, 2025",2025-02-07,2025-05-20,Approved by the Governor - Chapter 751,bill,https://openstates.org/md/bills/2025/HB1251/,28,Edith Patterson,Democratic,primary,Delegate,45,Stephanie Smith,Democratic,primary,Delegate,23,Kym Taylor,Democratic,primary,Delegate,40,Melissa Wells,Democratic,primary,Delegate,10,Jennifer White Holland,Democratic,primary,Delegate,20,Jheanelle Wilkins,Democratic,primary,Delegate,22,Nicole Williams,Democratic,primary,Delegate,,,,,,,,,,,,,,,,25,Karen Toles,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,Marlon Amprey,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,Vanessa Atterbeary,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,Adrian Boafo,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43A,Regina Boyce,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,12A,Terri Hill,Democratic,primary,Delegate,30A,Dana Jones,Democratic,primary,Delegate,27B,Jeff Long,Democratic,primary,Delegate,11A,Cheryl Pasteur,Democratic,primary,Delegate,Hospitals and Medical Professional Liability Insurers - Obstetric Services Policies (Doula and Birth Policy Transparency Act)
HB 1494,House,"July 1, 2025",2025-02-12,2025-05-20,Approved by the Governor - Chapter 798,bill,https://openstates.org/md/bills/2025/HB1494/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard County Delegation,,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard County - Alcoholic Beverages - Class MT (Movie Theater) License
HB 871,House,"October 1, 2025",2025-01-30,2025-05-20,Approved by the Governor - Chapter 752,bill,https://openstates.org/md/bills/2025/HB871/,34A,Steve Johnson,Democratic,primary,Delegate,14,Anne Kaiser,Democratic,primary,Delegate,3,Ken Kerr,Democratic,primary,Delegate,31,Nic Kipke,Republican,primary,Delegate,39,Lesley Lopez,Democratic,primary,Delegate,,Martinez,,primary,,29A,Matt Morgan,Republican,primary,Delegate,35A,Teresa Reilly,Republican,primary,Delegate,41,Sandy Rosenberg,Democratic,primary,Delegate,7A,Kathy Szeliga,Republican,primary,Delegate,33C,Heather Bagnall Tudball,Democratic,primary,Delegate,47B,Deni Taveras,Democratic,primary,Delegate,26,Jamila Woods,Democratic,primary,Delegate,16,Teresa Woorman,Democratic,primary,Delegate,8,Kim Ross,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,Bonnie Cullison,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12A,Terri Hill,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,Joseline Peña-Melnyk,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,Tiffany Alston,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,8,Harry Bhandari,Democratic,primary,Delegate,31,Brian Chisholm,Republican,primary,Delegate,13,Pam Guzzone,Democratic,primary,Delegate,37B,Tom Hutchinson,Republican,primary,Delegate,Health Services Cost Review Commission - Community Benefits - Community Health Worker Workforce Program
HB 1087,House,"January 1, 2026",2025-02-05,2025-05-20,Approved by the Governor - Chapter 706,bill,https://openstates.org/md/bills/2025/HB1087/,34A,Steve Johnson,Democratic,primary,Delegate,14,Anne Kaiser,Democratic,primary,Delegate,3,Ken Kerr,Democratic,primary,Delegate,31,Nic Kipke,Republican,primary,Delegate,39,Lesley Lopez,Democratic,primary,Delegate,,Martinez,,primary,,29A,Matt Morgan,Republican,primary,Delegate,21,Joseline Peña-Melnyk,Democratic,primary,Delegate,35A,Teresa Reilly,Republican,primary,Delegate,41,Sandy Rosenberg,Democratic,primary,Delegate,8,Harry Bhandari,Democratic,primary,Delegate,8,Kim Ross,Democratic,primary,Delegate,7A,Kathy Szeliga,Republican,primary,Delegate,47B,Deni Taveras,Democratic,primary,Delegate,10,Jennifer White Holland,Democratic,primary,Delegate,16,Teresa Woorman,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,26,Jamila Woods,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,Tiffany Alston,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33C,Heather Bagnall Tudball,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,Brian Chisholm,Republican,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,19,Bonnie Cullison,Democratic,primary,Delegate,13,Pam Guzzone,Democratic,primary,Delegate,12A,Terri Hill,Democratic,primary,Delegate,37B,Tom Hutchinson,Republican,primary,Delegate,Health Insurance - Step Therapy or Fail-First Protocols - Drugs to Treat Associated Conditions of Advanced Metastatic Cancer
HB 1004,House,"October 1, 2025",2025-01-31,2025-05-20,Approved by the Governor - Chapter 681,bill,https://openstates.org/md/bills/2025/HB1004/,14,Anne Kaiser,Democratic,primary,Delegate,3,Ken Kerr,Democratic,primary,Delegate,31,Nic Kipke,Republican,primary,Delegate,39,Lesley Lopez,Democratic,primary,Delegate,21,Joseline Peña-Melnyk,Democratic,primary,Delegate,35A,Teresa Reilly,Republican,primary,Delegate,41,Sandy Rosenberg,Democratic,primary,Delegate,8,Kim Ross,Democratic,primary,Delegate,47B,Deni Taveras,Democratic,primary,Delegate,10,Jennifer White Holland,Democratic,primary,Delegate,,Martinez,,primary,,26,Jamila Woods,Democratic,primary,Delegate,16,Teresa Woorman,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,Tiffany Alston,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33C,Heather Bagnall Tudball,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Harry Bhandari,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,Bonnie Cullison,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,13,Pam Guzzone,Democratic,primary,Delegate,12A,Terri Hill,Democratic,primary,Delegate,37B,Tom Hutchinson,Republican,primary,Delegate,34A,Steve Johnson,Democratic,primary,Delegate,Public Health - Alzheimer's Disease and Related Dementias - Information on Prevalence and Treatment
SB 544,Senate,"June 1, 2025",2025-01-24,2025-05-20,Approved by the Governor - Chapter 761,bill,https://openstates.org/md/bills/2025/SB544/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,Jack Bailey,Republican,primary,Senator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,Michael Jackson,Democratic,primary,Senator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Establishments - Portable Chemical Toilets
HB 1315,House,"June 1, 2025",2025-02-07,2025-05-20,Approved by the Governor - Chapter 738,bill,https://openstates.org/md/bills/2025/HB1315/,12A,Terri Hill,Democratic,primary,Delegate,14,Anne Kaiser,Democratic,primary,Delegate,46,Robbyn Lewis,Democratic,primary,Delegate,39,Lesley Lopez,Democratic,primary,Delegate,,Martinez,,primary,,17,Julie Palakovich Carr,Democratic,primary,Delegate,33A,Andrew Pruski,Democratic,primary,Delegate,41,Malcolm Ruff,Democratic,primary,Delegate,2B,Matthew Schindler,Democratic,primary,Delegate,45,Stephanie Smith,Democratic,primary,Delegate,13,Pam Guzzone,Democratic,primary,Delegate,19,Vaughn Stewart,Democratic,primary,Delegate,13,Jen Terrasa,Democratic,primary,Delegate,22,Nicole Williams,Democratic,primary,Delegate,16,Teresa Woorman,Democratic,primary,Delegate,24,Tiffany Alston,Democratic,primary,Delegate,33C,Heather Bagnall Tudball,Democratic,primary,Delegate,8,Harry Bhandari,Democratic,primary,Delegate,34A,Steve Johnson,Democratic,primary,Delegate,3,Ken Kerr,Democratic,primary,Delegate,41,Sandy Rosenberg,Democratic,primary,Delegate,21,Joseline Peña-Melnyk,Democratic,primary,Delegate,8,Kim Ross,Democratic,primary,Delegate,47B,Deni Taveras,Democratic,primary,Delegate,10,Jennifer White Holland,Democratic,primary,Delegate,26,Jamila Woods,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,Ben Barnes,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,Charlotte Crutchfield,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,Bonnie Cullison,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,43A,Elizabeth Embry,Democratic,primary,Delegate,3,Kris Fair,Democratic,primary,Delegate,43B,Cathi Forbes,Democratic,primary,Delegate,27A,Kevin Harris,Democratic,primary,Delegate,Vaccinations by Pharmacists and Health Insurance Coverage for Immunizations
HB 559,House,"June 1, 2025",2025-01-23,2025-05-20,Approved by the Governor - Chapter 762,bill,https://openstates.org/md/bills/2025/HB559/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29C,Todd Morgan,Republican,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Establishments - Portable Chemical Toilets
SB 619,Senate,,2025-01-29,2025-05-25,"Assigned a chapter number, enactment subject to constitutional referendum - Chapter 849",bill,https://openstates.org/md/bills/2025/SB619/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chair, Judicial Proceedings Committee",,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maryland Judicial Conference,,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judiciary Department - Commission on Judicial Disabilities - Temporary Appointment
HB 1146,House,"July 1, 2025",2025-02-05,2025-05-20,Approved by the Governor - Chapter 659,bill,https://openstates.org/md/bills/2025/HB1146/,37B,Tom Hutchinson,Republican,primary,Delegate,34A,Steve Johnson,Democratic,primary,Delegate,14,Anne Kaiser,Democratic,primary,Delegate,3,Ken Kerr,Democratic,primary,Delegate,31,Nic Kipke,Republican,primary,Delegate,39,Lesley Lopez,Democratic,primary,Delegate,,Martinez,,primary,,29A,Matt Morgan,Republican,primary,Delegate,35A,Teresa Reilly,Republican,primary,Delegate,41,Sandy Rosenberg,Democratic,primary,Delegate,10,Jennifer White Holland,Democratic,primary,Delegate,7A,Kathy Szeliga,Republican,primary,Delegate,26,Jamila Woods,Democratic,primary,Delegate,16,Teresa Woorman,Democratic,primary,Delegate,8,Kim Ross,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,Joseline Peña-Melnyk,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,Bonnie Cullison,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,Tiffany Alston,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33C,Heather Bagnall Tudball,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,8,Harry Bhandari,Democratic,primary,Delegate,31,Brian Chisholm,Republican,primary,Delegate,13,Pam Guzzone,Democratic,primary,Delegate,12A,Terri Hill,Democratic,primary,Delegate,Maryland Behavioral Health Crisis Response System – Integration of 9–8–8 Suicide and Crisis Lifeline Network and Outcome Evaluations
SB 684,Senate,"October 1, 2025",2025-01-30,2025-05-20,Approved by the Governor - Chapter 662,bill,https://openstates.org/md/bills/2025/SB684/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,Malcolm Augustine,Democratic,primary,Senator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Health - Health Equity Dashboard
HB 567,House,"July 1, 2025",2025-01-23,2025-05-20,Approved by the Governor - Chapter 800,bill,https://openstates.org/md/bills/2025/HB567/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dorchester County Delegation,,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dorchester County - Alcoholic Beverages - Arts Beer and Wine License
HB 712,House,"July 1, 2025",2025-01-27,2025-05-20,Approved by the Governor - Chapter 793,bill,https://openstates.org/md/bills/2025/HB712/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harford County Delegation,,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harford County - Alcoholic Beverages - Multiple Licenses - Golf Simulator Facilities
HB 761,House,"October 1, 2025",2025-01-27,2025-05-20,Approved by the Governor - Chapter 636,bill,https://openstates.org/md/bills/2025/HB761/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Speaker,,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Office of the Comptroller,,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maryland Uniform Disposition of Abandoned Property Act - Revisions
HB 798,House,"October 1, 2025",2025-01-29,2025-05-20,Approved by the Governor - Chapter 690,bill,https://openstates.org/md/bills/2025/HB798/,46,Robbyn Lewis,Democratic,primary,Delegate,27B,Jeff Long,Democratic,primary,Delegate,,Martinez,,primary,,29C,Todd Morgan,Republican,primary,Delegate,7A,Ryan Nawrocki,Republican,primary,Delegate,44B,Sheila Ruth,Democratic,primary,Delegate,47B,Deni Taveras,Democratic,primary,Delegate,13,Jen Terrasa,Democratic,primary,Delegate,10,Jennifer White Holland,Democratic,primary,Delegate,26,Jamila Woods,Democratic,primary,Delegate,21,Mary Lehman,Democratic,primary,Delegate,16,Teresa Woorman,Democratic,primary,Delegate,9A,Natalie Ziegler,Democratic,primary,Delegate,21,Joseline Peña-Melnyk,Democratic,primary,Delegate,19,Bonnie Cullison,Democratic,primary,Delegate,24,Tiffany Alston,Democratic,primary,Delegate,33C,Heather Bagnall Tudball,Democratic,primary,Delegate,8,Harry Bhandari,Democratic,primary,Delegate,31,Brian Chisholm,Republican,primary,Delegate,13,Pam Guzzone,Democratic,primary,Delegate,37B,Tom Hutchinson,Republican,primary,Delegate,45,Jackie Addison,Democratic,primary,Delegate,34A,Steve Johnson,Democratic,primary,Delegate,3,Ken Kerr,Democratic,primary,Delegate,31,Nic Kipke,Republican,primary,Delegate,39,Lesley Lopez,Democratic,primary,Delegate,29A,Matt Morgan,Republican,primary,Delegate,35A,Teresa Reilly,Republican,primary,Delegate,41,Sandy Rosenberg,Democratic,primary,Delegate,8,Kim Ross,Democratic,primary,Delegate,7A,Kathy Szeliga,Republican,primary,Delegate,,,,,,8,Nick Allen,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43A,Regina Boyce,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,Linda Foley,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,42B,Michele Guyton,Democratic,primary,Delegate,12A,Terri Hill,Democratic,primary,Delegate,36,Jay Jacobs,Republican,primary,Delegate,14,Anne Kaiser,Democratic,primary,Delegate,Opioid Restitution Fund - Interactive Dashboard
